tas,	Year, Month, Country, ISO3, ISO2
18.2427,2007,6,CHN,,
19.8753,2007,7,CHN,,
19.4638,2007,8,CHN,,
14.7243,2007,9,CHN,,
7.77266,2007,10,CHN,,
0.55399,2007,11,CHN,,
-4.7944,2007,12,CHN,,
-9.2915,2008,1,CHN,,
-6.8207,2008,2,CHN,,
3.6285,2008,3,CHN,,
8.90717,2008,4,CHN,,
14.1682,2008,5,CHN,,
17.9877,2008,6,CHN,,
20.0407,2008,7,CHN,,
18.5727,2008,8,CHN,,
14.6199,2008,9,CHN,,
8.36767,2008,10,CHN,,
0.44534,2008,11,CHN,,
-5.1393,2008,12,CHN,,
-7.2947,2009,1,CHN,,
-2.7656,2009,2,CHN,,
1.81753,2009,3,CHN,,
9.59543,2009,4,CHN,,
13.849,2009,5,CHN,,
17.7689,2009,6,CHN,,
19.872,2009,7,CHN,,
18.7413,2009,8,CHN,,
14.7346,2009,9,CHN,,
8.70032,2009,10,CHN,,
-1.656,2009,11,CHN,,
-6.3169,2009,12,CHN,,
-7.267,2010,1,CHN,,
-4.8713,2010,2,CHN,,
0.72168,2010,3,CHN,,
6.56534,2010,4,CHN,,
13.5868,2010,5,CHN,,
18.0365,2010,6,CHN,,
20.6067,2010,7,CHN,,
19.2537,2010,8,CHN,,
14.7902,2010,9,CHN,,
7.73908,2010,10,CHN,,
0.9928,2010,11,CHN,,
-6.1938,2010,12,CHN,,
-10.823,2011,1,CHN,,
-3.8677,2011,2,CHN,,
-0.138,2011,3,CHN,,
8.92701,2011,4,CHN,,
13.5623,2011,5,CHN,,
18.2,2011,6,CHN,,
20.1304,2011,7,CHN,,
19.3196,2011,8,CHN,,
14.0646,2011,9,CHN,,
8.2468,2011,10,CHN,,
1.25929,2011,11,CHN,,
-6.5132,2011,12,CHN,,
-9.8002,2012,1,CHN,,
-6.0667,2012,2,CHN,,
0.70142,2012,3,CHN,,
9.10929,2012,4,CHN,,
14.4242,2012,5,CHN,,
17.9611,2012,6,CHN,,
20.1783,2012,7,CHN,,
19.0493,2012,8,CHN,,
14.1805,2012,9,CHN,,
7.40143,2012,10,CHN,,
-0.7818,2012,11,CHN,,
-7.4017,2012,12,CHN,,
-8.555,2013,1,CHN,,
-4.8,2013,2,CHN,,
2.59283,2013,3,CHN,,
7.90616,2013,4,CHN,,
14.0814,2013,5,CHN,,
18.0739,2013,6,CHN,,
20.1251,2013,7,CHN,,
19.5821,2013,8,CHN,,
14.2672,2013,9,CHN,,
8.29464,2013,10,CHN,,
0.51315,2013,11,CHN,,
-5.7559,2013,12,CHN,,
-6.6398,2014,1,CHN,,
-5.6126,2014,2,CHN,,
2.37766,2014,3,CHN,,
9.26856,2014,4,CHN,,
10.7351,2014,5,CHN,,
17.7516,2014,6,CHN,,
19.8652,2014,7,CHN,,
18.4369,2014,8,CHN,,
14.5691,2014,9,CHN,,
8.41303,2014,10,CHN,,
0.84542,2014,11,CHN,,
-6.714,2014,12,CHN,,
-6.3235,2015,1,CHN,,
-3.2716,2015,2,CHN,,
2.58015,2015,3,CHN,,
8.70064,2015,4,CHN,,
13.914,2015,5,CHN,,
17.4817,2015,6,CHN,,
19.8109,2015,7,CHN,,
18.8831,2015,8,CHN,,
14.2961,2015,9,CHN,,
8.31517,2015,10,CHN,,
0.67142,2015,11,CHN,,
-5.239,2015,12,CHN,,
