tas,Year,Month,Country, C, ISO3, ISO2
27.497,1969,4,CAF,,,
26.567,1969,5,CAF,,,
25.1946,1969,6,CAF,,,
24.2229,1969,7,CAF,,,
24.1293,1969,8,CAF,,,
24.5501,1969,9,CAF,,,
24.7269,1969,10,CAF,,,
24.7106,1969,11,CAF,,,
24.9455,1969,12,CAF,,,
24.9004,1970,1,CAF,,,
26.4596,1970,2,CAF,,,
26.8745,1970,3,CAF,,,
27.4659,1970,4,CAF,,,
26.5575,1970,5,CAF,,,
25.4104,1970,6,CAF,,,
24.4844,1970,7,CAF,,,
24.4733,1970,8,CAF,,,
24.2113,1970,9,CAF,,,
24.9204,1970,10,CAF,,,
24.9547,1970,11,CAF,,,
23.4737,1970,12,CAF,,,
23.6514,1971,1,CAF,,,
25.625,1971,2,CAF,,,
26.9853,1971,3,CAF,,,
25.8964,1971,4,CAF,,,
26.0437,1971,5,CAF,,,
24.4914,1971,6,CAF,,,
23.2881,1971,7,CAF,,,
22.9145,1971,8,CAF,,,
23.0899,1971,9,CAF,,,
23.7113,1971,10,CAF,,,
23.4276,1971,11,CAF,,,
22.4229,1971,12,CAF,,,
24.7353,1972,1,CAF,,,
25.5576,1972,2,CAF,,,
26.9473,1972,3,CAF,,,
26.7977,1972,4,CAF,,,
25.9679,1972,5,CAF,,,
24.4616,1972,6,CAF,,,
23.8982,1972,7,CAF,,,
23.6314,1972,8,CAF,,,
23.9872,1972,9,CAF,,,
24.2604,1972,10,CAF,,,
23.6711,1972,11,CAF,,,
23.533,1972,12,CAF,,,
25.4699,1973,1,CAF,,,
27.3638,1973,2,CAF,,,
27.4465,1973,3,CAF,,,
26.3346,1973,4,CAF,,,
25.6718,1973,5,CAF,,,
24.9656,1973,6,CAF,,,
23.9983,1973,7,CAF,,,
23.4987,1973,8,CAF,,,
23.6435,1973,9,CAF,,,
24.3235,1973,10,CAF,,,
23.8608,1973,11,CAF,,,
24.1927,1973,12,CAF,,,
24.0871,1974,1,CAF,,,
26.0306,1974,2,CAF,,,
26.6321,1974,3,CAF,,,
26.2187,1974,4,CAF,,,
25.0418,1974,5,CAF,,,
24.2083,1974,6,CAF,,,
22.3828,1974,7,CAF,,,
23.1554,1974,8,CAF,,,
23.1143,1974,9,CAF,,,
23.8901,1974,10,CAF,,,
23.9569,1974,11,CAF,,,
22.7842,1974,12,CAF,,,
23.6256,1975,1,CAF,,,
26.3992,1975,2,CAF,,,
26.5828,1975,3,CAF,,,
26.5363,1975,4,CAF,,,
25.6465,1975,5,CAF,,,
24.2501,1975,6,CAF,,,
23.0242,1975,7,CAF,,,
22.4461,1975,8,CAF,,,
22.9361,1975,9,CAF,,,
23.6817,1975,10,CAF,,,
24.378,1975,11,CAF,,,
22.7076,1975,12,CAF,,,
24.097,1976,1,CAF,,,
25.8631,1976,2,CAF,,,
26.2462,1976,3,CAF,,,
26.2156,1976,4,CAF,,,
25.3054,1976,5,CAF,,,
23.9556,1976,6,CAF,,,
23.4299,1976,7,CAF,,,
23.0313,1976,8,CAF,,,
23.7762,1976,9,CAF,,,
23.8591,1976,10,CAF,,,
23.7068,1976,11,CAF,,,
24.0158,1976,12,CAF,,,
24.009,1977,1,CAF,,,
25.4293,1977,2,CAF,,,
26.8561,1977,3,CAF,,,
27.1121,1977,4,CAF,,,
26.1565,1977,5,CAF,,,
24.3404,1977,6,CAF,,,
23.5751,1977,7,CAF,,,
23.6898,1977,8,CAF,,,
23.6502,1977,9,CAF,,,
23.9148,1977,10,CAF,,,
24.0788,1977,11,CAF,,,
23.3441,1977,12,CAF,,,
24.1382,1978,1,CAF,,,
26.7046,1978,2,CAF,,,
27.0295,1978,3,CAF,,,
26.4621,1978,4,CAF,,,
25.8081,1978,5,CAF,,,
24.173,1978,6,CAF,,,
23.097,1978,7,CAF,,,
23.2187,1978,8,CAF,,,
23.603,1978,9,CAF,,,
23.6462,1978,10,CAF,,,
23.4995,1978,11,CAF,,,
23.4922,1978,12,CAF,,,
24.9728,1979,1,CAF,,,
26.0574,1979,2,CAF,,,
26.9951,1979,3,CAF,,,
26.9389,1979,4,CAF,,,
25.3836,1979,5,CAF,,,
24.2473,1979,6,CAF,,,
23.9492,1979,7,CAF,,,
23.5717,1979,8,CAF,,,
23.8716,1979,9,CAF,,,
24.8312,1979,10,CAF,,,
25.4765,1979,11,CAF,,,
23.5537,1979,12,CAF,,,
24.8457,1980,1,CAF,,,
26.1282,1980,2,CAF,,,
26.7288,1980,3,CAF,,,
27.6936,1980,4,CAF,,,
26.5346,1980,5,CAF,,,
24.7916,1980,6,CAF,,,
23.5294,1980,7,CAF,,,
23.4227,1980,8,CAF,,,
24.0534,1980,9,CAF,,,
24.2263,1980,10,CAF,,,
24.2981,1980,11,CAF,,,
23.1414,1980,12,CAF,,,
23.8912,1981,1,CAF,,,
25.9815,1981,2,CAF,,,
26.961,1981,3,CAF,,,
26.9699,1981,4,CAF,,,
25.5836,1981,5,CAF,,,
24.8891,1981,6,CAF,,,
23.2986,1981,7,CAF,,,
23.7519,1981,8,CAF,,,
23.7174,1981,9,CAF,,,
24.244,1981,10,CAF,,,
23.4967,1981,11,CAF,,,
24.2705,1981,12,CAF,,,
24.8737,1982,1,CAF,,,
25.4757,1982,2,CAF,,,
26.9265,1982,3,CAF,,,
26.8307,1982,4,CAF,,,
25.6421,1982,5,CAF,,,
24.8046,1982,6,CAF,,,
24.1644,1982,7,CAF,,,
23.6905,1982,8,CAF,,,
24.0701,1982,9,CAF,,,
23.8571,1982,10,CAF,,,
23.4691,1982,11,CAF,,,
23.8627,1982,12,CAF,,,
22.6838,1983,1,CAF,,,
26.7799,1983,2,CAF,,,
27.7837,1983,3,CAF,,,
28.1101,1983,4,CAF,,,
26.7211,1983,5,CAF,,,
25.2653,1983,6,CAF,,,
24.4505,1983,7,CAF,,,
24.0995,1983,8,CAF,,,
24.0696,1983,9,CAF,,,
24.2059,1983,10,CAF,,,
24.1398,1983,11,CAF,,,
23.6267,1983,12,CAF,,,
22.8088,1984,1,CAF,,,
26.3967,1984,2,CAF,,,
27.2012,1984,3,CAF,,,
26.8747,1984,4,CAF,,,
25.5602,1984,5,CAF,,,
24.48,1984,6,CAF,,,
23.6335,1984,7,CAF,,,
24.1746,1984,8,CAF,,,
23.6373,1984,9,CAF,,,
24.6002,1984,10,CAF,,,
23.7924,1984,11,CAF,,,
23.5275,1984,12,CAF,,,
25.5911,1985,1,CAF,,,
24.7214,1985,2,CAF,,,
27.4388,1985,3,CAF,,,
26.1857,1985,4,CAF,,,
25.788,1985,5,CAF,,,
24.4799,1985,6,CAF,,,
23.7357,1985,7,CAF,,,
24.3048,1985,8,CAF,,,
23.3965,1985,9,CAF,,,
24.5041,1985,10,CAF,,,
24.1732,1985,11,CAF,,,
24.1227,1985,12,CAF,,,
24.1662,1986,1,CAF,,,
26.6268,1986,2,CAF,,,
27.129,1986,3,CAF,,,
27.3795,1986,4,CAF,,,
26.1174,1986,5,CAF,,,
24.9539,1986,6,CAF,,,
24.0553,1986,7,CAF,,,
24.2733,1986,8,CAF,,,
23.5383,1986,9,CAF,,,
24.1154,1986,10,CAF,,,
24.4309,1986,11,CAF,,,
23.0523,1986,12,CAF,,,
24.0004,1987,1,CAF,,,
26.7561,1987,2,CAF,,,
26.5852,1987,3,CAF,,,
27.1981,1987,4,CAF,,,
26.7442,1987,5,CAF,,,
25.5228,1987,6,CAF,,,
24.9755,1987,7,CAF,,,
24.348,1987,8,CAF,,,
24.3329,1987,9,CAF,,,
24.8221,1987,10,CAF,,,
25.0644,1987,11,CAF,,,
24.2195,1987,12,CAF,,,
24.986,1988,1,CAF,,,
26.9389,1988,2,CAF,,,
27.816,1988,3,CAF,,,
27.3313,1988,4,CAF,,,
26.0976,1988,5,CAF,,,
24.653,1988,6,CAF,,,
23.8219,1988,7,CAF,,,
23.428,1988,8,CAF,,,
23.2741,1988,9,CAF,,,
24.0236,1988,10,CAF,,,
24.2028,1988,11,CAF,,,
23.7063,1988,12,CAF,,,
21.9443,1989,1,CAF,,,
24.7447,1989,2,CAF,,,
27.0426,1989,3,CAF,,,
27.0917,1989,4,CAF,,,
25.3998,1989,5,CAF,,,
25.0838,1989,6,CAF,,,
24.1548,1989,7,CAF,,,
24.0156,1989,8,CAF,,,
24.0794,1989,9,CAF,,,
24.6097,1989,10,CAF,,,
24.9746,1989,11,CAF,,,
22.6583,1989,12,CAF,,,
25.1771,1990,1,CAF,,,
25.6442,1990,2,CAF,,,
27.4798,1990,3,CAF,,,
27.3515,1990,4,CAF,,,
26.2954,1990,5,CAF,,,
25.2631,1990,6,CAF,,,
24.2571,1990,7,CAF,,,
24.4743,1990,8,CAF,,,
24.3574,1990,9,CAF,,,
24.6674,1990,10,CAF,,,
25.3009,1990,11,CAF,,,
25.171,1990,12,CAF,,,
24.2441,1991,1,CAF,,,
26.8555,1991,2,CAF,,,
27.4163,1991,3,CAF,,,
27.1571,1991,4,CAF,,,
25.0958,1991,5,CAF,,,
25.0374,1991,6,CAF,,,
24.1974,1991,7,CAF,,,
23.6905,1991,8,CAF,,,
24.8968,1991,9,CAF,,,
24.5736,1991,10,CAF,,,
24.1433,1991,11,CAF,,,
23.3424,1991,12,CAF,,,
23.6557,1992,1,CAF,,,
25.0415,1992,2,CAF,,,
27.5285,1992,3,CAF,,,
27.1742,1992,4,CAF,,,
25.3894,1992,5,CAF,,,
24.5153,1992,6,CAF,,,
21.0587,1992,7,CAF,,,
23.061,1992,8,CAF,,,
23.7104,1992,9,CAF,,,
24.2775,1992,10,CAF,,,
18.1211,1992,11,CAF,,,
18.278,1992,12,CAF,,,
19.1191,1993,1,CAF,,,
20.3142,1993,2,CAF,,,
27.8438,1993,3,CAF,,,
26.7856,1993,4,CAF,,,
25.3702,1993,5,CAF,,,
24.6819,1993,6,CAF,,,
24.5436,1993,7,CAF,,,
24.1612,1993,8,CAF,,,
18.2454,1993,9,CAF,,,
24.661,1993,10,CAF,,,
25.5582,1993,11,CAF,,,
18.0895,1993,12,CAF,,,
24.6255,1994,1,CAF,,,
25.4502,1994,2,CAF,,,
27.3121,1994,3,CAF,,,
21.2277,1994,4,CAF,,,
26.7299,1994,5,CAF,,,
24.8263,1994,6,CAF,,,
23.4286,1994,7,CAF,,,
23.3065,1994,8,CAF,,,
23.2454,1994,9,CAF,,,
24.4517,1994,10,CAF,,,
23.8317,1994,11,CAF,,,
22.8104,1994,12,CAF,,,
23.6608,1995,1,CAF,,,
25.6912,1995,2,CAF,,,
26.7604,1995,3,CAF,,,
26.5488,1995,4,CAF,,,
26.099,1995,5,CAF,,,
25.257,1995,6,CAF,,,
24.2134,1995,7,CAF,,,
24.4686,1995,8,CAF,,,
24.094,1995,9,CAF,,,
24.9091,1995,10,CAF,,,
24.0107,1995,11,CAF,,,
23.839,1995,12,CAF,,,
24.5728,1996,1,CAF,,,
26.2831,1996,2,CAF,,,
26.9732,1996,3,CAF,,,
26.7259,1996,4,CAF,,,
25.8891,1996,5,CAF,,,
24.7081,1996,6,CAF,,,
24.3986,1996,7,CAF,,,
23.9348,1996,8,CAF,,,
24.4679,1996,9,CAF,,,
24.6815,1996,10,CAF,,,
23.9316,1996,11,CAF,,,
24.2582,1996,12,CAF,,,
18.8912,1997,1,CAF,,,
25.48,1997,2,CAF,,,
28.0517,1997,3,CAF,,,
27.7873,1997,4,CAF,,,
26.8118,1997,5,CAF,,,
24.917,1997,6,CAF,,,
24.5185,1997,7,CAF,,,
23.9963,1997,8,CAF,,,
25.001,1997,9,CAF,,,
25.9936,1997,10,CAF,,,
26.2495,1997,11,CAF,,,
24.5009,1997,12,CAF,,,
25.1563,1998,1,CAF,,,
26.8591,1998,2,CAF,,,
28.2204,1998,3,CAF,,,
28.6029,1998,4,CAF,,,
27.0405,1998,5,CAF,,,
25.4841,1998,6,CAF,,,
24.9621,1998,7,CAF,,,
23.8709,1998,8,CAF,,,
24.1868,1998,9,CAF,,,
24.5983,1998,10,CAF,,,
25.6433,1998,11,CAF,,,
25.1049,1998,12,CAF,,,
24.3514,1999,1,CAF,,,
26.8075,1999,2,CAF,,,
27.0923,1999,3,CAF,,,
27.1359,1999,4,CAF,,,
25.7052,1999,5,CAF,,,
24.4264,1999,6,CAF,,,
23.8055,1999,7,CAF,,,
23.2689,1999,8,CAF,,,
23.6577,1999,9,CAF,,,
23.9341,1999,10,CAF,,,
24.7724,1999,11,CAF,,,
24.2345,1999,12,CAF,,,
24.645,2000,1,CAF,,,
25.3772,2000,2,CAF,,,
26.8963,2000,3,CAF,,,
27.6053,2000,4,CAF,,,
26.5262,2000,5,CAF,,,
24.9881,2000,6,CAF,,,
24.2756,2000,7,CAF,,,
24.4701,2000,8,CAF,,,
24.091,2000,9,CAF,,,
24.7849,2000,10,CAF,,,
24.9657,2000,11,CAF,,,
24.0246,2000,12,CAF,,,
23.8547,2001,1,CAF,,,
26.4264,2001,2,CAF,,,
27.3456,2001,3,CAF,,,
28.2059,2001,4,CAF,,,
27.1103,2001,5,CAF,,,
24.8465,2001,6,CAF,,,
24.2534,2001,7,CAF,,,
23.7329,2001,8,CAF,,,
24.0523,2001,9,CAF,,,
24.9166,2001,10,CAF,,,
24.8952,2001,11,CAF,,,
24.927,2001,12,CAF,,,
22.7285,2002,1,CAF,,,
26.6672,2002,2,CAF,,,
27.6244,2002,3,CAF,,,
27.7979,2002,4,CAF,,,
26.7734,2002,5,CAF,,,
25.5015,2002,6,CAF,,,
25.148,2002,7,CAF,,,
24.8348,2002,8,CAF,,,
24.4055,2002,9,CAF,,,
24.5232,2002,10,CAF,,,
24.7692,2002,11,CAF,,,
24.7084,2002,12,CAF,,,
24.2891,2003,1,CAF,,,
27.4315,2003,2,CAF,,,
27.8365,2003,3,CAF,,,
27.9855,2003,4,CAF,,,
27.3896,2003,5,CAF,,,
25.1864,2003,6,CAF,,,
24.5389,2003,7,CAF,,,
24.3333,2003,8,CAF,,,
24.4018,2003,9,CAF,,,
25.4204,2003,10,CAF,,,
25.1507,2003,11,CAF,,,
25.4121,2003,12,CAF,,,
24.3896,2004,1,CAF,,,
26.4328,2004,2,CAF,,,
28.443,2004,3,CAF,,,
27.9801,2004,4,CAF,,,
26.6666,2004,5,CAF,,,
25.5295,2004,6,CAF,,,
24.9261,2004,7,CAF,,,
25.2452,2004,8,CAF,,,
24.5157,2004,9,CAF,,,
26.2343,2004,10,CAF,,,
25.6761,2004,11,CAF,,,
25.1725,2004,12,CAF,,,
24.3531,2005,1,CAF,,,
28.6966,2005,2,CAF,,,
28.3131,2005,3,CAF,,,
28.2021,2005,4,CAF,,,
26.5106,2005,5,CAF,,,
25.5788,2005,6,CAF,,,
24.7704,2005,7,CAF,,,
24.5905,2005,8,CAF,,,
24.76,2005,9,CAF,,,
24.8178,2005,10,CAF,,,
25.0256,2005,11,CAF,,,
26.0532,2005,12,CAF,,,
25.1467,2006,1,CAF,,,
26.931,2006,2,CAF,,,
28.2421,2006,3,CAF,,,
28.2242,2006,4,CAF,,,
27.0356,2006,5,CAF,,,
25.2989,2006,6,CAF,,,
24.6027,2006,7,CAF,,,
24.2582,2006,8,CAF,,,
24.0316,2006,9,CAF,,,
25.0264,2006,10,CAF,,,
24.5805,2006,11,CAF,,,
24.2884,2006,12,CAF,,,
24.1952,2007,1,CAF,,,
27.2734,2007,2,CAF,,,
28.2663,2007,3,CAF,,,
27.8248,2007,4,CAF,,,
27.7756,2007,5,CAF,,,
25.3948,2007,6,CAF,,,
25.3861,2007,7,CAF,,,
24.5385,2007,8,CAF,,,
24.3371,2007,9,CAF,,,
25.1245,2007,10,CAF,,,
25.8164,2007,11,CAF,,,
25.0469,2007,12,CAF,,,
24.8984,2008,1,CAF,,,
26.2636,2008,2,CAF,,,
28.1466,2008,3,CAF,,,
26.1484,2008,4,CAF,,,
26.1485,2008,5,CAF,,,
25.2159,2008,6,CAF,,,
24.7059,2008,7,CAF,,,
24.4729,2008,8,CAF,,,
24.5479,2008,9,CAF,,,
25.1601,2008,10,CAF,,,
25.1974,2008,11,CAF,,,
24.9189,2008,12,CAF,,,
26.064,2009,1,CAF,,,
27.0203,2009,2,CAF,,,
27.7341,2009,3,CAF,,,
27.9848,2009,4,CAF,,,
26.9186,2009,5,CAF,,,
25.7609,2009,6,CAF,,,
25.111,2009,7,CAF,,,
24.9434,2009,8,CAF,,,
25.1569,2009,9,CAF,,,
25.8386,2009,10,CAF,,,
24.7032,2009,11,CAF,,,
24.707,2009,12,CAF,,,
25.0712,2010,1,CAF,,,
27.2737,2010,2,CAF,,,
27.7903,2010,3,CAF,,,
29.0928,2010,4,CAF,,,
27.2437,2010,5,CAF,,,
25.8537,2010,6,CAF,,,
24.7303,2010,7,CAF,,,
24.1954,2010,8,CAF,,,
25.019,2010,9,CAF,,,
25.5571,2010,10,CAF,,,
26.3252,2010,11,CAF,,,
24.8953,2010,12,CAF,,,
24.4335,2011,1,CAF,,,
27.3494,2011,2,CAF,,,
27.5248,2011,3,CAF,,,
28.2044,2011,4,CAF,,,
26.7973,2011,5,CAF,,,
25.7613,2011,6,CAF,,,
25.4102,2011,7,CAF,,,
24.4074,2011,8,CAF,,,
24.6618,2011,9,CAF,,,
18.9186,2011,10,CAF,,,
22.7979,2011,11,CAF,,,
19.116,2011,12,CAF,,,
24.521,2012,1,CAF,,,
27.8056,2012,2,CAF,,,
27.2152,2012,3,CAF,,,
28.301,2012,4,CAF,,,
26.9049,2012,5,CAF,,,
24.9063,2012,6,CAF,,,
24.2807,2012,7,CAF,,,
23.7182,2012,8,CAF,,,
24.2676,2012,9,CAF,,,
24.625,2012,10,CAF,,,
26.3159,2012,11,CAF,,,
24.313,2012,12,CAF,,,
24.4851,2013,1,CAF,,,
27.105,2013,2,CAF,,,
28.2829,2013,3,CAF,,,
23.9587,2013,4,CAF,,,
27.1707,2013,5,CAF,,,
25.9013,2013,6,CAF,,,
24.8669,2013,7,CAF,,,
23.6542,2013,8,CAF,,,
24.4831,2013,9,CAF,,,
22.0649,2013,10,CAF,,,
25.8288,2013,11,CAF,,,
19.9684,2013,12,CAF,,,
21.1868,2014,1,CAF,,,
26.4912,2014,2,CAF,,,
28.1697,2014,3,CAF,,,
27.8635,2014,4,CAF,,,
26.5514,2014,5,CAF,,,
25.8173,2014,6,CAF,,,
24.6582,2014,7,CAF,,,
23.8395,2014,8,CAF,,,
24.263,2014,9,CAF,,,
25.3309,2014,10,CAF,,,
25.2909,2014,11,CAF,,,
24.1884,2014,12,CAF,,,
24.1167,2015,1,CAF,,,
27.7764,2015,2,CAF,,,
28.2095,2015,3,CAF,,,
27.1736,2015,4,CAF,,,
26.2213,2015,5,CAF,,,
25.6053,2015,6,CAF,,,
25.7313,2015,7,CAF,,,
24.8951,2015,8,CAF,,,
24.432,2015,9,CAF,,,
25.9925,2015,10,CAF,,,
25.5947,2015,11,CAF,,,
23.5557,2015,12,CAF,,,
